author,content,time,likes,sentiment,url,post_time_of_day,post_day_of_week,sentiment_score,emotion_label,location,geolocation
don-mac.bsky.social,"The third election Trump impacted: Canada, Australia, Vatican City.",2025-05-09T15:16:44.647Z,8,negative,https://bsky.app/profile/don-mac.bsky.social/post/3loqpu4zygk2a,Afternoon,Friday,-0.6132851171250706,negative,,
alisaoirse.bsky.social,"Your tariffs have been really good for Australia. Our beef exports to China have soared as they take our beef not yours, we overwhelmingly rejected your fascism in our election, and many are questioning the stupid AUKUS submarine deal. Oh and we are vacationing elsewhere. Thanks!",2025-05-09T13:42:06.547Z,10,negative,https://bsky.app/profile/alisaoirse.bsky.social/post/3loqkkvsces2x,Afternoon,Friday,-0.8666318466886411,negative,,
santorinidreaming.bsky.social,"They probably wanted the Hungarian friend of Orban’s, but just like in Canada and Australia their repulsive efforts probably helped sway the election in the opposite direction toward a #WokePope  🙏🙏🙏🙏",2025-05-09T13:22:40.753Z,4,negative,https://bsky.app/profile/santorinidreaming.bsky.social/post/3loqji6nhzc2v,Afternoon,Friday,-0.7791169615982732,negative,,
williamcb.bsky.social,"Trump has now provoked election losses in Germany, Australia, Canada and the Vatican. If this keeps up, pretty soon it’s going to be MAGA vs The World.",2025-05-09T13:06:48.590Z,3,negative,https://bsky.app/profile/williamcb.bsky.social/post/3loqilsivk22z,Afternoon,Friday,-0.7938532784665893,negative,,
iamschrodinger.bsky.social,"The election Trump and his behavior since has lead to Canada, Australia, and now The Catholic Church choosing more liberal and progressive leaders.",2025-05-09T11:55:57.044Z,2,negative,https://bsky.app/profile/iamschrodinger.bsky.social/post/3loqen4y4x22f,Morning,Friday,-0.8800132421366271,negative,,
grunionshaftoe.bsky.social,"Man it's gotta sting when you steal one election, and everyone else just starts voting the other way.",2025-05-09T11:21:57.549Z,3,neutral,https://bsky.app/profile/grunionshaftoe.bsky.social/post/3loqcqazezs2b,Morning,Friday,-0.3518875913504895,neutral,,
biginsanehappy.bsky.social,"American media saying Trump led to the election of far left leaders in Canada, Australia, and the Vatican have a very loose definition of ""far left"".",2025-05-09T11:18:38.545Z,5,negative,https://bsky.app/profile/biginsanehappy.bsky.social/post/3loqckeryyc2j,Morning,Friday,-0.7576205079257035,negative,,
ausindimedia.bsky.social,"“Australia has voted. Labor has secured a clear victory in the 2025 election, reflecting the public’s demand for progressive and rapid reform.”

theaimn.net/how-australi...",2025-05-09T10:22:31.450Z,19,negative,https://bsky.app/profile/ausindimedia.bsky.social/post/3loq7fxdslc2i,Morning,Friday,-0.7791169615982732,negative,,
largetoad.bsky.social,"The next General Election in the UK is in 2029. The UK public is still massively supportive of Ukraine.

Germany, Canada and Australia all recently elected Pro-Ukraine governments.

The arms must keep flowing, however long it takes.",2025-05-09T10:18:24.354Z,5,negative,https://bsky.app/profile/largetoad.bsky.social/post/3loq76owv522t,Morning,Friday,-0.5267136476147427,negative,,
timchuma.com,The conservatives in Australia lost the election and their leader for carrying on  with this nonsense,2025-05-09T09:59:43.647Z,2,negative,https://bsky.app/profile/timchuma.com/post/3loq656dcnc2y,Morning,Friday,-0.6132851171250706,negative,,
cstmrdisservice.bsky.social,"Canada
Australia
The Holy See

What election will Trump lose next?",2025-05-09T09:27:10.547Z,0,negative,https://bsky.app/profile/cstmrdisservice.bsky.social/post/3loq4d33t6c23,Morning,Friday,-0.674632926767496,negative,,
noticingclimate.bsky.social,"""The election proved that Australia has lost its heart and soul""
100%
Although we did get @adambandt.bsky.social spinning ""work it"" at REVS, which sure beats the hell out of @zoedaniel.bsky.social having ""eye of the tiger"" from survivor at one of her election events.
youtu.be/Z2ik7IRkzFU?... 🎶👯",2025-05-09T09:03:13.746Z,2,negative,https://bsky.app/profile/noticingclimate.bsky.social/post/3loq2y6pltk2s,Morning,Friday,-0.8800643849993888,negative,,
aussienews.bsky.social,"Labor has claimed victory in the seat of Bullwinkel, on Perth's eastern fringe, six days after Saturday's federal election handed a landslide victory to Anthony Albanese's government. #news #abc #elections #australian #federal #alp #liberal #party #of #australia",2025-05-09T09:00:05.152Z,3,negative,https://bsky.app/profile/aussienews.bsky.social/post/3loq2smuojs2w,Morning,Friday,-0.8338560843909315,negative,,
alan2210.bsky.social,"Another election trump lost to go with Germany, Canada and Australia.

Maga are mad that there will be no pope donald the felon XXXIV",2025-05-09T07:55:51.550Z,1,negative,https://bsky.app/profile/alan2210.bsky.social/post/3lopx7r5c7s2y,Morning,Friday,-0.5581660914014768,negative,,
bickiecuppatea.bsky.social,LaCivita claims to have secretly travelled to Australia to provide election advice. His client had their worst result since its founding in 1940s and their leader lost his seat!,2025-05-09T07:53:11.647Z,0,negative,https://bsky.app/profile/bickiecuppatea.bsky.social/post/3lopx2ywots2m,Morning,Friday,-0.6859258490426976,negative,,
vwdasher.masto.nu.ap.brid.gy,"Federal politics live: Nationals leader faces Canavan challenge as Taylor confirms he'll contest Liberal leadership

https://www.abc.net.au/news/2025-05-09/federal-politics-live-election-albanese-labor-liberal-party/105271228

#Auspol #News #Australia #LNP",2025-05-09T07:10:54.050Z,4,negative,https://bsky.app/profile/vwdasher.masto.nu.ap.brid.gy/post/3lopuoywssmo2,Morning,Friday,-0.5932583808087952,negative,,
alan2210.bsky.social,"Australia Greens leader loses seat, cites 'Trump effect'

Bandt also cited the so-called Trump effect as a ""key defining feature of the election"" - the Coalition's PM candidate Peter Dutton was often compared to the US President, which he rejected but it stuck",2025-05-09T07:03:48.448Z,0,negative,https://bsky.app/profile/alan2210.bsky.social/post/3lopucmwwlk2z,Morning,Friday,-0.7006448148923636,negative,,
kerrybtsarmy.bsky.social,"Interesting how there was a strong ""Trump like"" influence leading up to the Australian election.  MAGA became Make Australia Great Again.  Fortunately, Australians were not as easily swayed by that ridiculous political line.",2025-05-09T05:57:22.145Z,5,negative,https://bsky.app/profile/kerrybtsarmy.bsky.social/post/3lopqlvixk22h,Night,Friday,-0.863180400839878,negative,,
debbienorthway.bsky.social,Goldstein #auspol #Australia #election #politics,2025-05-09T05:35:32.848Z,71,neutral,https://bsky.app/profile/debbienorthway.bsky.social/post/3loppepo3vk2y,Night,Friday,0.0,neutral,,
lolat42.bsky.social,I agree Wendy. I also thought how fortunate Australia is with our new government. I was apprehensive before the election that we might start to go down the same dark path of the US. Thank goodness we for now seem safe from that. We need to remain vigilant though.,2025-05-09T05:34:31.344Z,32,negative,https://bsky.app/profile/lolat42.bsky.social/post/3loppd3j2ps2d,Night,Friday,-0.9898600592799188,negative,,
troyagain.bsky.social,#Canada and #Australia have something else in common:  conservatives aren’t coping with the election losses. #peoplesaythemaddestthings,2025-05-09T05:18:38.749Z,6,neutral,https://bsky.app/profile/troyagain.bsky.social/post/3lopognkzes2x,Night,Friday,-0.2566967507665663,neutral,,
stilgherrian.com,"Lol I’d literally just pressed SEND for my newsletter when @cameronwilson.bsky.social’s arrived.

Per @thesizzle.com.au ...",2025-05-09T04:46:39.450Z,3,negative,https://bsky.app/profile/stilgherrian.com/post/3lopmnhxddh25,Night,Friday,-0.5910914140965648,negative,,
donnie-barbados.bsky.social,If they do everything the billionaires say this term they can have Advance Australia on their side for the next election too!,2025-05-09T04:42:33.546Z,2,neutral,https://bsky.app/profile/donnie-barbados.bsky.social/post/3lopmgaxzjk2v,Night,Friday,-0.3518875913504895,neutral,,
lairdmickd.bsky.social,"She will certainly notice the difference in the crime rate as well. Perth is a lovely vibrant city. I live on the other side of Australia near Sydney. I would love to visit New York, but putting it off 'till after your next election. 😀",2025-05-09T04:03:26.547Z,0,negative,https://bsky.app/profile/lairdmickd.bsky.social/post/3lopka6niyk2k,Night,Friday,-0.9994934717688666,negative,,
juswhe.bsky.social,"“The election result also means the debate about energy policy is now, in broad terms, over. Australia's energy future is wind and solar, backed by storage.

“Australia is set to be a renewables nation. There is no turning back now.” #auspol

theconversation.com/australia-is...",2025-05-09T04:01:10.550Z,0,negative,https://bsky.app/profile/juswhe.bsky.social/post/3lopk3vdrf224,Night,Friday,-0.9768022885659704,negative,,
fabiancat.bsky.social,"1 Jen said:
""the elevation of Pope Leo XIV might be seen as the third recent “election” (following Canada and Australia) in which an anti-MAGA figure was selected. For those who harbor aspirations for a more humane, rational, decent, 

open.substack.com/pub/contrari...",2025-05-09T03:24:07.848Z,0,negative,https://bsky.app/profile/fabiancat.bsky.social/post/3lophzt6cas2c,Night,Friday,-0.9492706951041024,negative,,
vincentsworkisdone.bsky.social,And Australia only had a around 4 week election campaign.,2025-05-09T02:44:41.345Z,2,negative,https://bsky.app/profile/vincentsworkisdone.bsky.social/post/3lopfw4kdd42x,Night,Friday,-0.6354821599885894,negative,,
caomhin-ceallaigh.bsky.social,"It's been said that everything trump touches dies.  Since his rise to the authoritarianism we've seen promising election results in Canada, Australia, Germany, and now the Vatican.  One can only hope this trend goes full circle.",2025-05-09T02:24:11.750Z,1,negative,https://bsky.app/profile/caomhin-ceallaigh.bsky.social/post/3lopeoq4cq225,Night,Friday,-0.9879927726693808,negative,,
mitchegoss.bsky.social,There is an argument to be made that #LeoXIV’s election is of a piece with the amazing turnaround victories of the Liberals in Canada and Labor ib Australia,2025-05-09T02:08:02.146Z,0,negative,https://bsky.app/profile/mitchegoss.bsky.social/post/3lopdrtnmak2x,Night,Friday,-0.4147211211537052,negative,,
blaqsbi.com,Post: Gerald Horne Around The Horne: India v. Pakistan; Australia Election; Vi......: Gerald Horne Around The Horne: India v. Pakistan; Australia Election; Vi...#rtyrwarriors #JeVon #rtyrwarriors #HorneAround #HorneIndia #PakistanAustralia,2025-05-09T02:00:48.549Z,0,negative,https://bsky.app/profile/blaqsbi.com/post/3lopdewh2af2u,Night,Friday,-0.9515998011726196,negative,,
johngriffiths.bsky.social,"I wrote some thoughts about the latest Australian election. 

griffiths-john.medium.com/australia-tr...",2025-05-09T01:39:40.751Z,3,negative,https://bsky.app/profile/johngriffiths.bsky.social/post/3lopc6xwnzc2g,Night,Friday,-0.7924974827267708,negative,,
michelhogan.bsky.social,Read @rebeccasolnit.bsky.social latest searing essay on the war unfolding in the US. A sharp reminder of how easily our recent election could have dumped us in similar terrain. Thank you to everyone who helped Australia avoid that fate. #auspol,2025-05-09T01:34:47.952Z,1,neutral,https://bsky.app/profile/michelhogan.bsky.social/post/3lopbwcysw22i,Night,Friday,-0.0950501225465962,neutral,,
smcclory303.bsky.social,"Australia says thanks.
The Don factor certainly helped.
The red team (roughly Dems) have secured the biggest victory ever over the blue team (roughly Republicans).",2025-05-09T01:20:39.454Z,2,negative,https://bsky.app/profile/smcclory303.bsky.social/post/3lopb4vwrrc2o,Night,Friday,-0.988091442515692,negative,,
daverino.bsky.social,"Yep - we followed your lead; after Trump was elected and imposed tariffs on Australia despite us running a trade deficit with the US, a serious swing against the government (they were expected to lose the election) was reversed and the RWNJ leader of the opposition lost his seat.",2025-05-09T00:35:48.546Z,1,negative,https://bsky.app/profile/daverino.bsky.social/post/3lop6mvkxfs2h,Night,Friday,-0.9437360299453492,negative,,
independentaus.bsky.social,"Leadership candidates face bona fide facts — 'humblebrag' diplomacy won't win you an election in Australia.
CARTOONS: Libs left to lick wounds of own making
~ Mark David Cartoons",2025-05-09T00:30:11.251Z,8,positive,https://bsky.app/profile/independentaus.bsky.social/post/3lop6cpno422w,Night,Friday,0.7371534573185223,positive,,
commonmanmartin.bsky.social,"So if my once loved Van Badham is representative of  post election @australianlabor.bsky.social  thinking, or just hubris, (ignore what you don't want to hear), then Australia is in for a tough ride over the next couple of terms.",2025-05-09T00:24:07.047Z,9,negative,https://bsky.app/profile/commonmanmartin.bsky.social/post/3lop5xyrdts2v,Night,Friday,-0.8171393281592776,negative,,
jayejac.bsky.social,"I think it’s been a backlash like it has been everywhere since Trump’s election and he started doing all this crazy shit… we have Canada, Australia, and now the pope! 

Fascism is getting their ass kicked and it’s all because Trump is bumbling the movement !",2025-05-09T00:16:23.045Z,8,negative,https://bsky.app/profile/jayejac.bsky.social/post/3lop5k6zxss26,Night,Friday,-0.9613703332672988,negative,,
jasonlopez1322.bsky.social,"UPDATED:

Running list of countries that have managed to make smart election choices over the last year:

Mexico 🇲🇽
United Kingdom 🇬🇧
France 🇫🇷
Germany 🇩🇪 
Canada 🇨🇦 
Australia 🇦🇺 
Vatican City Papal Conclave 🇻🇦

Did I miss anyone?",2025-05-09T00:04:23.745Z,0,negative,https://bsky.app/profile/jasonlopez1322.bsky.social/post/3lop4uqstgk2b,Night,Friday,-0.9833793388580714,negative,,
debbienorthway.bsky.social,Can’t win an election in Australia anymore,2025-05-09T00:04:16.551Z,24,neutral,https://bsky.app/profile/debbienorthway.bsky.social/post/3lop4ujhebk2e,Night,Friday,0.1356766229827932,neutral,,
murranji.bsky.social,"One of the common things I see is people who say Greens are “not the party of Bob Brown” anymore.

Bob spoke on an a podcast prior to the election saying it very much still is the party of Bob Brown.

www.theguardian.com/australia-ne...",2025-05-09T00:02:07.951Z,1,negative,https://bsky.app/profile/murranji.bsky.social/post/3lop4qlk7ns2g,Night,Friday,-0.748750130788467,negative,,
djraison.bsky.social,The election proved that Australia has lost its heart and soul,2025-05-09T00:00:37.446Z,3,negative,https://bsky.app/profile/djraison.bsky.social/post/3lop4nyudos2z,Night,Friday,-0.579464609197651,negative,,
fossiltreaty.bsky.social,"Pacific leaders are calling on Australia's newly re-elected PM 
@albomp.bsky.social to take climate action 👇

🛑 #EndFossilFuels
📈 Stronger 2030 #NDC
🌍 Support a #FossilFuelTreaty

If Australia wants to co-host #COP31 with the Pacific, it must lead at home.

🔗 FossilFuelTreaty.org/australian-election",2025-05-08T23:55:56.955Z,3,negative,https://bsky.app/profile/fossiltreaty.bsky.social/post/3lop4fl3zcs2i,Evening,Thursday,-0.643156440071293,negative,,
aussienews.bsky.social,New taxes on super didn’t get much attention in the election campaign. But they could be tricky to implement. #news #sbs #australia #life #finance,2025-05-08T23:40:05.045Z,0,negative,https://bsky.app/profile/aussienews.bsky.social/post/3lop3jbz7qm2g,Evening,Thursday,-0.4403170544937604,negative,,
ab621.bsky.social,"Wow.. first Canada, then Germany then Australia and now even the Catholic Church have rejected trumpism. Trump managed to lose the election for Pope. That’s some next level skills there.",2025-05-08T23:37:10.752Z,1,neutral,https://bsky.app/profile/ab621.bsky.social/post/3lop3e3ju5s2d,Evening,Thursday,-0.282976191118669,neutral,,
wyrdsofpower.bsky.social,"So the Vatican is sovereign it's a country unto itself, I say add this to the list of recent election victories against pro MAGA forces in Germany, Canada & Australia, this was an election after all, and it could very definitely have gone the other way #OpusDei",2025-05-08T23:35:55.555Z,2,negative,https://bsky.app/profile/wyrdsofpower.bsky.social/post/3lop3bu236c22,Evening,Thursday,-0.9381205621368882,negative,,
prodemordcracy.bsky.social,"I'm calling it the ""Trump effect"".  Last month, France. Then Canada, Australia. Now, the Vatican. All of these election results are direct backlash to Trump and his fascism. The whole world can't have 'Trump Derangement Syndrome'. MAGA is going to eventually realize they're in the wicked minority.",2025-05-08T23:33:28.149Z,0,negative,https://bsky.app/profile/prodemordcracy.bsky.social/post/3lop35hn7os2f,Evening,Thursday,-0.9485343930545156,negative,,
smhoover.bsky.social,"We know at least some of the cardinals saw this image....did the Vatican just join Canada and Australia in having an ""anti-Trump"" election?  inquiring minds....",2025-05-08T23:32:19.554Z,2,negative,https://bsky.app/profile/smhoover.bsky.social/post/3lop33d5ezc26,Evening,Thursday,-0.4816556583783105,negative,,
sipawe.bsky.social,"Price stood for election as CLP National Senator. Now, before the votes are fully counted, she moves to Liberal. Why now? She could have stood as a Liberal and let voters decide. This is grotesque opportunism presumably with support from key Trumpish Liberals. 
www.theguardian.com/australia-ne...",2025-05-08T23:31:09.668Z,1,negative,https://bsky.app/profile/sipawe.bsky.social/post/3lop32lud7s2t,Evening,Thursday,-0.9966527634115036,negative,,
postnobills1.bsky.social,"I can’t help but wonder if the selection of the new Pope was somehow a repudiation of trumps hateful and distinctly non-Christian rhetoric, similar to the election results in Canada and Australia.",2025-05-08T23:19:59.351Z,1,negative,https://bsky.app/profile/postnobills1.bsky.social/post/3lop2fdw4jk2k,Evening,Thursday,-0.9474389670455086,negative,,
debbienorthway.bsky.social,"Angus vs Sussssssaan? This is the election that just keeps on giving to Labor! 
#auspol #Australia #politics",2025-05-08T23:19:28.351Z,57,negative,https://bsky.app/profile/debbienorthway.bsky.social/post/3lop2efttkk23,Evening,Thursday,-0.8441741749278047,negative,,
democracystorm.bsky.social,"Turns out the “Trump effect” influenced yet another election result. First, Canada, then Australia, and now the Pope. 

I hope this trend continues to ripple across the world.",2025-05-08T23:10:54.755Z,97,negative,https://bsky.app/profile/democracystorm.bsky.social/post/3loozv3c6ec2h,Evening,Thursday,-0.9821672192224632,negative,,
gilliananz.bsky.social,"Who knew foreign election interference could be so positive? I love the way Trump has influenced the elections in Canada, Australia, and now the Vatican. May it continue through to the end of 2026 (New Zealand). #nzpol",2025-05-08T23:10:46.051Z,4,negative,https://bsky.app/profile/gilliananz.bsky.social/post/3loozutatyc24,Evening,Thursday,-0.5798108619339666,negative,,
cindybax.bsky.social,"First Canada, then Australia, and now the election of Pope Leo XIV -  is this yet another reaction to Trump? He seems to be causing the rest of the world to steer left... 
www.theguardian.com/commentisfre...",2025-05-08T22:54:34.652Z,2,negative,https://bsky.app/profile/cindybax.bsky.social/post/3looyxs4kfc26,Evening,Thursday,-0.6571079487081712,negative,,
globalabortionnews.bsky.social,"Just days after the Liberal party’s shattering election defeat in Australia, former prime minister Tony Abbott spoke at an anti-abortion rally against a Greens bill to address barriers to abortion care in New South Wales. Abbott condemned the bill.",2025-05-08T22:47:25.451Z,0,negative,https://bsky.app/profile/globalabortionnews.bsky.social/post/3looykzlkhc23,Evening,Thursday,-0.9319846657939024,negative,,
auskoz.bsky.social,"Best perspective I've seen from out of America, complete w/ mispronunciations, lol, discussing #auspol election, American Canadian politics, and the Trump Effect

""And now, on a positive note,
Australia just had an election ...""
Rantoinette

www.youtube.com/watch?v=oLQ5...",2025-05-08T22:44:16.852Z,2,negative,https://bsky.app/profile/auskoz.bsky.social/post/3looyfgmhu22b,Evening,Thursday,-0.9683464714850842,negative,,
kafkablue.bsky.social,"It’s basically the third anti-Trump election outcome in a row.

- Canada
- Australia
- Catholic Church",2025-05-08T22:31:10.347Z,16,negative,https://bsky.app/profile/kafkablue.bsky.social/post/3looxo2nzj22x,Evening,Thursday,-0.6530226453346633,negative,,
patbitter.bsky.social,"We just had a election here in Australia and we kicked the ""right"" in the ass big time , currently 90 seats to 40 seats with 10 still being decided OI , OI , OI !",2025-05-08T22:14:02.046Z,1,negative,https://bsky.app/profile/patbitter.bsky.social/post/3loowperpcs2v,Evening,Thursday,-0.9222365989483892,negative,,
usasunder.bsky.social,"Like Canada and Australia, we can attribute this unlikely election to threat of Trump, who has disturbed the world order of peace and security.",2025-05-08T22:01:03.653Z,1,neutral,https://bsky.app/profile/usasunder.bsky.social/post/3loovy3whrk2x,Evening,Thursday,-0.028337877376672,neutral,,
epistemelover.bsky.social,"In Australia there's no voting interference techniques in use as there are in the US. I voted in this federal election and it took me exactly 7 minutes, start to finish, which is so unlike the long, hot lines at few polling booths in the US. Preferential voting is a far more democratic process too.",2025-05-08T21:51:11.848Z,2,negative,https://bsky.app/profile/epistemelover.bsky.social/post/3loovgivujk2y,Evening,Thursday,-0.9791964951074744,negative,,
bluesky.awakari.com,"DC Bar Election Seems To Be Tracking Canada, Australia… Papacy Not a great time to be running for office when you're related to the Trump cabinet. The post DC Bar Election Seems To Be Tracking Canada, Australia… Papacy appeared first on Above the La...

| Details | Interest | Feed |",2025-05-08T21:42:09.149Z,0,neutral,https://bsky.app/profile/bluesky.awakari.com/post/3loouwftw4v2e,Evening,Thursday,0.3256912808434598,neutral,,
Trump.activitypub.awakari.com.ap.brid.gy,"DC Bar Election Seems To Be Tracking Canada, Australia… Papacy Not a great time to be running f...

https://abovethelaw.com/2025/05/dc-bar-election-seems-to-be-tracking-canada-australia-papacy/

#Government #Biglaw #Brad #Bondi #Breaking #Government #DC #Bar #Pam #Bondi #Paul

Result Details",2025-05-08T21:42:57.752Z,0,neutral,https://bsky.app/profile/Trump.activitypub.awakari.com.ap.brid.gy/post/3loouwshspbw2,Evening,Thursday,-0.3305344729115784,neutral,,
legolego111.bsky.social,"Another election to be won by a conservative... that did not.

Canada, Australia, now even the Conclave.

Following tradition ""A fat Pope after a lean one"", It was supposed to be a more conservative pope... still they actually moved to the left.",2025-05-08T21:07:24.254Z,0,negative,https://bsky.app/profile/legolego111.bsky.social/post/3loosy7wjvc2v,Evening,Thursday,-0.9923132130933848,negative,,
theredterra.bsky.social,"I think the Conclave was the fourth election Trump lost for his global allies; Canada, Australia, Germany, and now Vatican City.",2025-05-08T20:47:18.245Z,11,negative,https://bsky.app/profile/theredterra.bsky.social/post/3loorud4oyc2n,Evening,Thursday,-0.883871519739549,negative,,
mike-gomez.bsky.social,"have to give Trump credit - first he won the election for the liberals in Canada and Australia and now he got one elected as Pope

in that regard he's doing a hell of a job",2025-05-08T20:42:50.855Z,0,negative,https://bsky.app/profile/mike-gomez.bsky.social/post/3loormegs4c2u,Evening,Thursday,-0.8471634139352735,negative,,
riehlalice.bsky.social,I’m wondering if the election of the Pope is the third election Trump has influenced after Canada and Australia.  Never Trump heard round the world.,2025-05-08T20:35:16.344Z,1,neutral,https://bsky.app/profile/riehlalice.bsky.social/post/3loor6swxoc2d,Evening,Thursday,-0.1325877894512204,neutral,,
rauldougou.bsky.social,"So, after Canada and Australia, this is the third election in a row marked by an anti-Trump movement.",2025-05-08T20:30:28.348Z,11,negative,https://bsky.app/profile/rauldougou.bsky.social/post/3looqwaawgc24,Evening,Thursday,-0.5886012161229079,negative,,
debfernandez4.bsky.social,"The world is rejecting fascism, hate and Trump at every election—Canada, Australia, Germany and now the Pope! Yay!!!",2025-05-08T20:23:09.247Z,0,negative,https://bsky.app/profile/debfernandez4.bsky.social/post/3looqj57yic2y,Evening,Thursday,-0.7022426153061119,negative,,
spottedcat.bsky.social,Like this would be the 3rd global election Trump has indirectly comprised next to Canada and Australia👀,2025-05-08T19:34:22.955Z,4,neutral,https://bsky.app/profile/spottedcat.bsky.social/post/3loonrwo76s2k,Evening,Thursday,-0.39702331808665,neutral,,
newshoundai.bsky.social,"The 2025 federal election in Australia saw significant changes in the country's political landscape. In the seat of Melbourne, Labor candidate Sarah Witty emerged victorious, defeating Greens leader Adam Bandt after 15 years of serving the electorate. Bandt conceded defeat, acknowledging that",2025-05-08T19:11:54.249Z,0,negative,https://bsky.app/profile/newshoundai.bsky.social/post/3loomjqpazc26,Evening,Thursday,-0.961944497922443,negative,,
wantofaname.bsky.social,"Current election losses from El PINO

Wisconsin Supreme Court
Canada
Australia
Pope",2025-05-08T18:38:05.553Z,2,negative,https://bsky.app/profile/wantofaname.bsky.social/post/3looknwqhnk24,Evening,Thursday,-0.4816556583783105,negative,,
ispeaktruth2u.bsky.social,"What do Canada, Australia and the Vatican have in common? 

I don't know. Maybe common election strategies?",2025-05-08T18:29:27.744Z,0,negative,https://bsky.app/profile/ispeaktruth2u.bsky.social/post/3look5tq4kk2s,Evening,Thursday,-0.8586454479000039,negative,,
javierrodri.bsky.social,"Trump Vance Election World Tour so far:

Germany❌
Canada ❌
Australia ❌
Vatican ❌",2025-05-08T18:10:28.760Z,0,negative,https://bsky.app/profile/javierrodri.bsky.social/post/3looj3uovm22h,Evening,Thursday,-0.5581660914014768,negative,,
tye10.bsky.social,"James, I have a gradual, but building momentum, political hope for the world. Voting in Germany, France, Australia and Canada has a statement and a rejection of far right and fascist ideology. The election of an American liberal thinking Pope feels like a confirmation of a societal swing to normal.",2025-05-08T18:09:02.443Z,15,negative,https://bsky.app/profile/tye10.bsky.social/post/3looizeyq522b,Evening,Thursday,-0.9998826750471536,negative,,
fishkin.bsky.social,"As a non-Catholic person, I'm as far outside of this one as I am outside of a national election in Canada—or Australia. 

It's interesting how those recent elections come to mind today...",2025-05-08T17:57:09.144Z,5,negative,https://bsky.app/profile/fishkin.bsky.social/post/3looie32xb22j,Afternoon,Thursday,-0.99883433116486,negative,,
lukehklipp.bsky.social,Did the papal conclave react to Trump’s election the way that Canada and Australia did???,2025-05-08T17:52:51.958Z,5,neutral,https://bsky.app/profile/lukehklipp.bsky.social/post/3looi4fpys22c,Afternoon,Thursday,-0.39702331808665,neutral,,
tarhoosier.bsky.social,"Trump election backlash: Canada, Australia, Vatican. Big loser energy across the world.",2025-05-08T17:36:39.649Z,1,negative,https://bsky.app/profile/tarhoosier.bsky.social/post/3looh7gll5c2j,Afternoon,Thursday,-0.4403170544937604,negative,,
tylerlane.bsky.social,"Nah we care in Australia. It probably sank the conservatives in our recent election. I worry about that American bias too (I’m originally from Connecticut) but all signs point to my new countrymen going, “woah, fuck, no. We want none of that craziness” starting in February.",2025-05-08T17:27:13.951Z,3,negative,https://bsky.app/profile/tylerlane.bsky.social/post/3loogokvvb22n,Afternoon,Thursday,-0.969013778656562,negative,,
peggysanders.bsky.social,"MSM News Corp raked in $millions 2025 election. 

- LNP Advance, Topham Guerin

- Clive Palmer

- “Gina Rinehart’s Billionaire mining magnate reveals her defence and economic blueprint for Australia at News Corp’s bush summit in Townsville”

- Gina’s opera house extravaganza Anzac eve.",2025-05-08T17:25:01.645Z,1,negative,https://bsky.app/profile/peggysanders.bsky.social/post/3loogkm2tmc23,Afternoon,Thursday,-0.8285986611506937,negative,,
jonesmurphy.bsky.social,I'm pleasantly surprised by the Federal election results in Australia. Trump scared the $hit out of Australians. But the underlying racism means that a great many of these voters cannot be trusted in the long run. It's highly likely that Australia will revert to the normal racist governments again.,2025-05-08T16:55:09.147Z,2,negative,https://bsky.app/profile/jonesmurphy.bsky.social/post/3looev6uiuc2o,Afternoon,Thursday,-0.9874018736498688,negative,,
vincentsworkisdone.bsky.social,"Jacinta Price is the one that said at a press conference. Just before the federal election was called:
Make Australia Great Again. 
She voted NO in the referendum in 2023. That would've given her people a Voice To Parliament. But would not have any influence in policy decisions and drafting of bills",2025-05-08T15:37:56.052Z,2,negative,https://bsky.app/profile/vincentsworkisdone.bsky.social/post/3looanvczs62e,Afternoon,Thursday,-0.9696399433164832,negative,,
zx23.bsky.social,"Canada: Pushing back against Trump reaps election win.

Australia: Pushing back against Trump reaps election win.

Starmer UK: Hey Trump old pal. C’mere and give me a big ole hug. Hey everyone have you met my friend Trump.

Why aren’t you voting for me?

Hello?

Is this thing on?",2025-05-08T15:38:55.051Z,0,negative,https://bsky.app/profile/zx23.bsky.social/post/3looamvfzvs25,Afternoon,Thursday,-0.973009170275256,negative,,
keelycahill.bsky.social,"I hope this does not work in Opus Dei's favor.  But, I also wonder if the DT election doesn't sway more fence leaning Cardinals towards another Pope Francis type.  Just as we have seen the elections in Germany, Australia and Canada.",2025-05-08T14:41:48.074Z,5,negative,https://bsky.app/profile/keelycahill.bsky.social/post/3loo5gr5oos2t,Afternoon,Thursday,-0.9995835017923436,negative,,
cubanx.bsky.social,"Gerald Horne Around The Horne: India v. Pakistan; Australia Election; Victory Day Moscow; US Fascism
https://www.youtube.com/live/40h-pKazjBk?si=kHvjTBjiFFevdPeI
#blackmastodon 
@blackmastodon 
@blackvoices 
@BLKNewsNow 
 #...
#democracy #usa #gop #fascists #fascism

👉 Vote Fascists Out!
",2025-05-08T13:37:38.850Z,0,negative,https://bsky.app/profile/cubanx.bsky.social/post/3lonzu2fgi62d,Afternoon,Thursday,-0.8727096443678315,negative,,
smtlr.net,ABC has this representation in their election results. I think it's pretty cool even though it only just looks like Australia.,2025-05-08T13:26:52.545Z,0,neutral,https://bsky.app/profile/smtlr.net/post/3lonzaoevr22o,Afternoon,Thursday,-0.0320014118536307,neutral,,
